Cod_comp;Fecha;Demanda;Fotovoltaica
2022-11-21h16;2022-11-21;236.412;22.1045
2022-11-21h17;2022-11-21;200.726;7.61906
2022-11-21h18;2022-11-21;222.117;0
2022-11-21h19;2022-11-21;189.294;0
2022-11-21h20;2022-11-21;149.667;0
2022-11-21h21;2022-11-21;111.096;0
2022-11-21h22;2022-11-21;98.044;0
2022-11-21h23;2022-11-21;93.91;0
2022-11-21h24;2022-11-21;89.525;0
2022-11-22h01;2022-11-22;89.984;0
2022-11-22h02;2022-11-22;87.872;0
2022-11-22h03;2022-11-22;87.502;0
2022-11-22h04;2022-11-22;87.399;0
2022-11-22h05;2022-11-22;88.549;0
2022-11-22h06;2022-11-22;95.478;0
2022-11-22h07;2022-11-22;111.396;0
2022-11-22h08;2022-11-22;184.755;0
2022-11-22h09;2022-11-22;256.076;35.7553
2022-11-22h10;2022-11-22;306.655;138.641
2022-11-22h11;2022-11-22;307.472;63.784
2022-11-22h12;2022-11-22;292.508;46.7489
2022-11-22h13;2022-11-22;296.983;26.7031
2022-11-22h14;2022-11-22;301.135;42.8712
2022-11-22h15;2022-11-22;262.147;59.5955
2022-11-22h16;2022-11-22;240.856;32.5534
2022-11-22h17;2022-11-22;230.31;12.3934
2022-11-22h18;2022-11-22;203.923;0
2022-11-22h19;2022-11-22;171.121;0
2022-11-22h20;2022-11-22;139.101;0
2022-11-22h21;2022-11-22;111.88;0
2022-11-22h22;2022-11-22;95.689;0
2022-11-22h23;2022-11-22;86.049;0
2022-11-22h24;2022-11-22;86.059;0
2022-11-23h01;2022-11-23;84.741;0
2022-11-23h02;2022-11-23;83.97;0
2022-11-23h03;2022-11-23;84.98;0
2022-11-23h04;2022-11-23;83.838;0
2022-11-23h05;2022-11-23;85.079;0
2022-11-23h06;2022-11-23;90.495;0
2022-11-23h07;2022-11-23;103.787;0
2022-11-23h08;2022-11-23;177.143;0
2022-11-23h09;2022-11-23;252.632;54.8622
2022-11-23h10;2022-11-23;298.958;65.0337
2022-11-23h11;2022-11-23;316.668;174.541
2022-11-23h12;2022-11-23;292.205;165.793
2022-11-23h13;2022-11-23;289.07;112.072
2022-11-23h14;2022-11-23;279.246;186.59
2022-11-23h15;2022-11-23;252.068;113.047
2022-11-23h16;2022-11-23;205.013;30.9306
2022-11-23h17;2022-11-23;189.354;15.052
2022-11-23h18;2022-11-23;173.476;0
2022-11-23h19;2022-11-23;145.49;0
2022-11-23h20;2022-11-23;121.97;0
2022-11-23h21;2022-11-23;104.866;0
2022-11-23h22;2022-11-23;93.556;0
2022-11-23h23;2022-11-23;90.851;0
2022-11-23h24;2022-11-23;91.458;0
2022-11-24h01;2022-11-24;89.561;0
2022-11-24h02;2022-11-24;83.937;0
2022-11-24h03;2022-11-24;86.285;0
2022-11-24h04;2022-11-24;85.119;0
2022-11-24h05;2022-11-24;84.738;0
2022-11-24h06;2022-11-24;91.367;0
2022-11-24h07;2022-11-24;99.905;0
2022-11-24h08;2022-11-24;168.327;0
2022-11-24h09;2022-11-24;238.445;13.3803
2022-11-24h10;2022-11-24;279.996;45.469
2022-11-24h11;2022-11-24;290.071;58.7736
2022-11-24h12;2022-11-24;293.512;78.1773
2022-11-24h13;2022-11-24;276.415;144.754
2022-11-24h14;2022-11-24;271.659;73.7954
2022-11-24h15;2022-11-24;241.588;90.1658
2022-11-24h16;2022-11-24;212.61;38.3629
2022-11-24h17;2022-11-24;189.878;11.8247
2022-11-24h18;2022-11-24;177.258;0
2022-11-24h19;2022-11-24;154.468;0
2022-11-24h20;2022-11-24;126.238;0
2022-11-24h21;2022-11-24;108.009;0
2022-11-24h22;2022-11-24;94.324;0
2022-11-24h23;2022-11-24;89.734;0
2022-11-24h24;2022-11-24;86.468;0
2022-11-28h01;2022-11-28;83.391;0
2022-11-28h02;2022-11-28;81.317;0
2022-11-28h03;2022-11-28;82.687;0
2022-11-28h04;2022-11-28;81.975;0
2022-11-28h05;2022-11-28;82.58;0
2022-11-28h06;2022-11-28;92.27;0
2022-11-28h07;2022-11-28;111.047;0
2022-11-28h08;2022-11-28;177.808;0
2022-11-28h09;2022-11-28;269.604;36.5001
2022-11-28h10;2022-11-28;323.033;160.09
2022-11-28h11;2022-11-28;314.951;246.57
2022-11-28h12;2022-11-28;329.23;298.275
2022-11-28h13;2022-11-28;294.299;322.925
2022-11-28h14;2022-11-28;291.043;319.213
2022-11-28h15;2022-11-28;268.823;285.308
2022-11-28h16;2022-11-28;231.321;216.963
2022-11-28h17;2022-11-28;220.206;93.3837
2022-11-28h18;2022-11-28;208.856;0
2022-11-28h19;2022-11-28;191.045;0
2022-11-28h20;2022-11-28;141.121;0
2022-11-28h21;2022-11-28;103.529;0
2022-11-28h22;2022-11-28;87.221;0
2022-11-28h23;2022-11-28;81.092;0
2022-11-28h24;2022-11-28;78.573;0
2022-12-05h01;2022-12-05;77.694;0
2022-12-05h02;2022-12-05;77.029;0
2022-12-05h03;2022-12-05;77.203;0
2022-12-05h04;2022-12-05;77.105;0
2022-12-05h05;2022-12-05;77.131;0
2022-12-05h06;2022-12-05;86.339;0
2022-12-05h07;2022-12-05;104.715;0
2022-12-05h08;2022-12-05;159.734;0
2022-12-05h09;2022-12-05;254.844;0.756648
2022-12-05h10;2022-12-05;323.198;13.1095
2022-12-05h11;2022-12-05;346.072;23.57
2022-12-05h12;2022-12-05;331.943;26.6566
2022-12-05h13;2022-12-05;328.174;45.2906
2022-12-05h14;2022-12-05;315.608;26.4949
2022-12-05h15;2022-12-05;278.09;12.6137
2022-12-05h16;2022-12-05;262.093;23.4479
2022-12-05h17;2022-12-05;241.737;4.40993
2022-12-05h18;2022-12-05;207.214;0
2022-12-05h19;2022-12-05;149.633;0
2022-12-05h20;2022-12-05;120;0
2022-12-05h21;2022-12-05;108.242;0
2022-12-05h22;2022-12-05;88.933;0
2022-12-05h23;2022-12-05;87.098;0
2022-12-05h24;2022-12-05;87.177;0
2022-12-12h01;2022-12-12;84.983;0
2022-12-12h02;2022-12-12;85.723;0
2022-12-12h03;2022-12-12;84.712;0
2022-12-12h04;2022-12-12;85.054;0
2022-12-12h05;2022-12-12;84.772;0
2022-12-12h06;2022-12-12;94.268;0
2022-12-12h07;2022-12-12;110.934;0
2022-12-12h08;2022-12-12;176.325;0
2022-12-12h09;2022-12-12;257.016;17.6941
2022-12-12h10;2022-12-12;299.904;81.275
2022-12-12h11;2022-12-12;336.043;75.7503
2022-12-12h12;2022-12-12;322.268;114.586
2022-12-12h13;2022-12-12;298.484;91.8268
2022-12-12h14;2022-12-12;288.738;128.593
2022-12-12h15;2022-12-12;262.791;41.7683
2022-12-12h16;2022-12-12;225.571;16.6663
2022-12-12h17;2022-12-12;211.832;0.951973
2022-12-12h18;2022-12-12;195.629;0
2022-12-12h19;2022-12-12;172.973;0
2022-12-12h20;2022-12-12;142.708;0
2022-12-12h21;2022-12-12;110.283;0
2022-12-12h22;2022-12-12;91.126;0
2022-12-12h23;2022-12-12;87.304;0
2022-12-12h24;2022-12-12;85.815;0
2022-12-13h01;2022-12-13;83.034;0
2022-12-13h02;2022-12-13;84.822;0
2022-12-13h03;2022-12-13;84.066;0
2022-12-13h04;2022-12-13;84.199;0
2022-12-13h05;2022-12-13;85.041;0
2022-12-13h06;2022-12-13;92.626;0
2022-12-13h07;2022-12-13;101.54;0
2022-12-13h08;2022-12-13;181.463;0
2022-12-13h09;2022-12-13;247.369;0.663043
2022-12-13h10;2022-12-13;301.16;10.1323
2022-12-13h11;2022-12-13;310.748;22.2891
2022-12-13h12;2022-12-13;310.997;39.1159
2022-12-13h13;2022-12-13;285.121;63.3604
2022-12-13h14;2022-12-13;272.331;55.495
2022-12-13h15;2022-12-13;250.395;25.8035
2022-12-13h16;2022-12-13;228.216;17.15
2022-12-13h17;2022-12-13;212.889;4.21203
2022-12-13h18;2022-12-13;204.355;0
2022-12-13h19;2022-12-13;173.195;0
2022-12-13h20;2022-12-13;141.617;0
2022-12-13h21;2022-12-13;107.924;0
2022-12-13h22;2022-12-13;94.782;0
2022-12-13h23;2022-12-13;85.885;0
2022-12-13h24;2022-12-13;84.51;0
2022-12-14h01;2022-12-14;82.341;0
2022-12-14h02;2022-12-14;82.435;0
2022-12-14h03;2022-12-14;82.309;0
2022-12-14h04;2022-12-14;82.831;0
2022-12-14h05;2022-12-14;82.4;0
2022-12-14h06;2022-12-14;86.582;0
2022-12-14h07;2022-12-14;100.758;0
2022-12-14h08;2022-12-14;167.875;0
2022-12-14h09;2022-12-14;238.815;8.57527
2022-12-14h10;2022-12-14;271.23;112.332
2022-12-14h11;2022-12-14;282.914;124.112
2022-12-14h12;2022-12-14;296.88;160.118
2022-12-14h13;2022-12-14;288.494;141.8
2022-12-14h14;2022-12-14;271.032;3.03008
2022-12-14h15;2022-12-14;252.274;43.3665
2022-12-14h16;2022-12-14;216.355;74.1032
